CustomerID,Lookalike_CustomerID,Score,Recommendation_Rank
C0001,C0104,0.2264759285269227,77
C0001,C0103,0.22351848049091735,78
C0001,C0165,0.21243137517464897,79
C0001,C0155,0.20945102699398402,80
C0001,C0038,0.20878036756997786,81
C0001,C0002,0.20693596484974777,82
C0001,C0019,0.20344458034442003,83
C0001,C0184,0.202453004805837,84
C0001,C0093,0.18785998945064072,85
C0001,C0142,0.1877211683296253,86
C0001,C0065,0.18595153593589395,87
C0001,C0121,0.1858443128909444,88
C0001,C0161,0.17909630866623155,89
C0001,C0036,0.17897188429624045,90
C0001,C0082,0.17648344131970525,91
C0001,C0197,0.1740860930659437,92
C0001,C0059,0.16822902238782209,93
C0001,C0156,0.16781284446269087,94
C0001,C0124,0.16523328243075674,95
C0001,C0068,0.1552426748004247,96
C0001,C0049,0.1532401583436748,97
C0001,C0022,0.14077399711348235,98
C0001,C0046,0.14006153852024436,99
C0001,C0131,0.132133174343565,100
C0001,C0010,0.12634476405483014,101
C0001,C0141,0.12358312057716576,102
C0001,C0127,0.10374929672833529,103
C0001,C0027,0.09490233804468763,104
C0001,C0173,0.08013463387660177,105
C0001,C0159,0.07629437260030912,106
C0001,C0013,0.07130797767936194,107
C0001,C0133,0.05094523804066098,108
C0001,C0061,0.046225327679547484,109
C0001,C0043,0.04194318194658731,110
C0001,C0054,0.03958317742150579,111
C0001,C0108,0.03749046403172521,112
C0001,C0151,0.027480268474669917,113
C0001,C0077,0.016924384208862865,114
C0001,C0132,0.010094235089588318,115
C0001,C0092,0.0078010446707531085,116
C0001,C0102,0.007153258526926632,117
C0001,C0096,0.002385483325224367,118
C0001,C0100,0.0015088097947448295,119
C0001,C0138,-0.02281324247754799,120
C0001,C0009,-0.02654262414491331,121
C0001,C0047,-0.03686898319473632,122
C0001,C0045,-0.040935276143509426,123
C0001,C0196,-0.04291596873092326,124
C0001,C0199,-0.050349827215796415,125
C0001,C0035,-0.06131291629486564,126
C0001,C0170,-0.07323726862297922,127
C0001,C0115,-0.07413073270290195,128
C0001,C0136,-0.08201998341698663,129
C0001,C0123,-0.099673458600821,130
C0001,C0114,-0.10185016080062935,131
C0001,C0129,-0.10411355414104208,132
C0001,C0025,-0.12872938986293808,133
C0001,C0005,-0.15199016918687983,134
C0001,C0186,-0.15681437009050386,135
C0001,C0085,-0.1573091707215932,136
C0001,C0198,-0.15870842046189024,137
C0001,C0167,-0.16034669817467082,138
C0001,C0044,-0.1795465870361003,139
C0001,C0023,-0.18287872616332707,140
C0001,C0072,-0.1933828889212515,141
C0001,C0042,-0.20362630954887623,142
C0001,C0187,-0.20958213804564235,143
C0001,C0078,-0.21125975335435745,144
C0001,C0060,-0.21415946474771871,145
C0001,C0087,-0.21578465443023348,146
C0001,C0050,-0.2474170181300163,147
C0001,C0135,-0.2482432774508662,148
C0001,C0095,-0.2712733033640321,149
C0001,C0015,-0.27436116834021135,150
C0001,C0117,-0.28484110686895453,151
C0001,C0006,-0.290839315946123,152
C0001,C0148,-0.29192128572445997,153
C0001,C0026,-0.30406811711162385,154
C0001,C0089,-0.3058904609644725,155
C0001,C0140,-0.3269216655838898,156
C0001,C0091,-0.3419671699384534,157
C0001,C0192,-0.34918258764679133,158
C0001,C0033,-0.3629819185020619,159
C0001,C0071,-0.3638027416463773,160
C0001,C0105,-0.36571198506859465,161
C0001,C0168,-0.3951437533137216,162
C0001,C0063,-0.4185128123387816,163
C0001,C0185,-0.4719759160013705,164
C0001,C0158,-0.4770013654648734,165
C0001,C0003,-0.48271834338110464,166
C0001,C0171,-0.4982745965997493,167
C0001,C0182,-0.5227336916100453,168
C0001,C0163,-0.525904551891363,169
C0001,C0097,-0.5399756339580756,170
C0001,C0070,-0.5603491242926391,171
C0001,C0074,-0.5658924659503379,172
C0001,C0149,-0.5726725326899766,173
C0001,C0066,-0.5779475414034143,174
C0001,C0128,-0.5870701859235533,175
C0001,C0153,-0.5872796018390684,176
C0001,C0052,-0.5922167613114302,177
C0001,C0062,-0.5944039515299069,178
C0001,C0079,-0.6143211415162578,179
C0001,C0150,-0.620817860968827,180
C0001,C0018,-0.6287960203693415,181
C0001,C0037,-0.6423525046803783,182
C0001,C0130,-0.643437772945023,183
C0001,C0007,-0.6600939894334157,184
C0001,C0040,-0.6751193156145207,185
C0001,C0014,-0.6767829603218768,186
C0001,C0160,-0.6844005137565982,187
C0001,C0112,-0.6852902861941838,188
C0001,C0058,-0.6911294764302811,189
C0001,C0144,-0.6994141255708036,190
C0001,C0120,-0.7267404639612117,191
C0001,C0176,-0.7686248010208369,192
C0001,C0080,-0.7874849292190947,193
C0001,C0125,-0.8073904731556564,194
C0001,C0020,-0.8110618590993941,195
C0001,C0073,-0.8201238386337114,196
C0001,C0110,-0.8267074280192664,197
C0001,C0193,-0.9160827470240955,198
C0002,C0010,0.9874924393366237,1
C0002,C0083,0.9628286762460969,2
C0002,C0199,0.9560199643423576,3
C0002,C0151,0.9465365843221142,4
C0002,C0142,0.9246716139987662,5
C0002,C0038,0.9229213275521071,6
C0002,C0077,0.9038190488620713,7
C0002,C0009,0.8919586796322438,8
C0002,C0134,0.888082503204119,9
C0002,C0197,0.8593387054259506,10
C0002,C0131,0.8559554329135137,11
C0002,C0072,0.8510840452298869,12
C0002,C0069,0.8499456304809418,13
C0002,C0186,0.8474290563758914,14
C0002,C0060,0.8344738464657697,15
C0002,C0132,0.8284367671679206,16
C0002,C0191,0.81225365847069,17
C0002,C0029,0.8119561661742343,18
C0002,C0032,0.810672964963553,19
C0002,C0159,0.806126505133689,20
C0002,C0031,0.8035614902690802,21
C0002,C0198,0.8035143081771715,22
C0002,C0005,0.7804231804371011,23
C0002,C0061,0.7758248746499564,24
C0002,C0094,0.7721659289130951,25
C0002,C0119,0.7490782100688833,26
C0002,C0133,0.7460779460027513,27
C0002,C0157,0.732152810403814,28
C0002,C0030,0.7306493231864808,29
C0002,C0033,0.7282981110719992,30
C0002,C0088,0.7243828558671207,31
C0002,C0123,0.7216512613750865,32
C0002,C0076,0.7114487542891552,33
C0002,C0015,0.7104943227124563,34
C0002,C0071,0.7100856853477144,35
C0002,C0019,0.7084406504941227,36
C0002,C0063,0.6932218541240911,37
C0002,C0095,0.6848498477705219,38
C0002,C0121,0.6843901413768839,39
C0002,C0177,0.681368939494139,40
C0002,C0166,0.6725421775426226,41
C0002,C0137,0.6614072178640975,42
C0002,C0043,0.65914647777485,43
C0002,C0146,0.6572618127161542,44
C0002,C0092,0.6484161581649132,45
C0002,C0036,0.625441605899668,46
C0002,C0106,0.6024206719765489,47
C0002,C0174,0.5997475075284975,48
C0002,C0042,0.5908121912445657,49
C0002,C0178,0.584406650140473,50
C0002,C0128,0.5634522718689953,51
C0002,C0078,0.5532327850938863,52
C0002,C0052,0.5370259084471591,53
C0002,C0027,0.5364854924479768,54
C0002,C0097,0.529419027819724,55
C0002,C0172,0.5165115788649146,56
C0002,C0103,0.5041137938432899,57
C0002,C0150,0.49340500737160575,58
C0002,C0062,0.4767082022767557,59
C0002,C0025,0.47315876048417527,60
C0002,C0130,0.46175861082380126,61
C0002,C0056,0.4487714498106909,62
C0002,C0035,0.4345466717668833,63
C0002,C0070,0.42168286749769335,64
C0002,C0120,0.3777167683118894,65
C0002,C0140,0.37486728815649384,66
C0002,C0112,0.36596167995076306,67
C0002,C0014,0.3590637464871773,68
C0002,C0058,0.355348575432796,69
C0002,C0160,0.3511275324584765,70
C0002,C0111,0.34334397022824,71
C0002,C0129,0.28098366353905097,72
C0002,C0125,0.27969012712059155,73
C0002,C0167,0.2727758551628001,74
C0002,C0192,0.2702004042678342,75
C0002,C0007,0.23724920014832512,76
C0002,C0144,0.2357325173144997,77
C0002,C0115,0.23224709036165814,78
C0002,C0089,0.2224527927242456,79
C0002,C0001,0.20693596484974777,80
C0002,C0176,0.199073270976025,81
C0002,C0050,0.19872272426048304,82
C0002,C0034,0.19842094150836526,83
C0002,C0189,0.17190602057860682,84
C0002,C0193,0.16695025220651571,85
C0002,C0086,0.1437711576604157,86
C0002,C0080,0.12698700765613985,87
C0002,C0020,0.1148681165337629,88
C0002,C0085,0.10537370637872218,89
C0002,C0011,0.09319640020927716,90
C0002,C0110,0.07207671223404437,91
C0002,C0049,0.05895658049093055,92
C0002,C0136,0.05746054798149295,93
C0002,C0003,0.04897676850503268,94
C0002,C0073,0.0321894091319884,95
C0002,C0190,0.02374066246635545,96
C0002,C0047,0.02236796359315658,97
C0002,C0181,-0.01835581742117268,98
C0002,C0116,-0.04558402901249183,99
C0002,C0147,-0.05629445988702128,100
C0002,C0127,-0.06250370395350088,101
C0002,C0098,-0.06621980966697166,102
C0002,C0171,-0.06680505957414531,103
C0002,C0135,-0.0786361679322573,104
C0002,C0152,-0.08254241577495852,105
C0002,C0091,-0.0891426277549316,106
C0002,C0118,-0.1347362922845408,107
C0002,C0084,-0.1352210712698372,108
C0002,C0139,-0.1655342099899383,109
C0002,C0037,-0.16721475985278125,110
C0002,C0044,-0.19113895924362448,111
C0002,C0026,-0.19910378702379034,112
C0002,C0055,-0.20862535153272024,113
C0002,C0164,-0.20956852973067452,114
C0002,C0195,-0.21599150395511715,115
C0002,C0068,-0.21746458772921679,116
C0002,C0064,-0.23065472068929205,117
C0002,C0066,-0.2447621922428286,118
C0002,C0008,-0.26360856209952244,119
C0002,C0023,-0.2688251266321058,120
C0002,C0040,-0.2888151537637721,121
C0002,C0161,-0.30180557862696916,122
C0002,C0074,-0.31288128563790213,123
C0002,C0184,-0.3290641939386631,124
C0002,C0004,-0.333550130037646,125
C0002,C0081,-0.3423987687182173,126
C0002,C0168,-0.3454792719979169,127
C0002,C0101,-0.3491391677754886,128
C0002,C0153,-0.35260489947179335,129
C0002,C0183,-0.3545731985494677,130
C0002,C0012,-0.3583519260546962,131
C0002,C0196,-0.3720577185490834,132
C0002,C0185,-0.38332095458828336,133
C0002,C0163,-0.39525806621845144,134
C0002,C0124,-0.40971035998057004,135
C0002,C0016,-0.4162837032757317,136
C0002,C0138,-0.41684606452690887,137
C0002,C0024,-0.4236472900090338,138
C0002,C0048,-0.42742625317465976,139
C0002,C0194,-0.4289310184309908,140
C0002,C0126,-0.44099600864325106,141
C0002,C0017,-0.4428474795403888,142
C0002,C0109,-0.4431600620627318,143
C0002,C0165,-0.4459457689083936,144
C0002,C0113,-0.47428439065309924,145
C0002,C0156,-0.4743958048515115,146
C0002,C0162,-0.4922018185612423,147
C0002,C0158,-0.4990600573895601,148
C0002,C0179,-0.509326321655552,149
C0002,C0057,-0.5101813379127536,150
C0002,C0075,-0.5199853489242544,151
C0002,C0065,-0.5219641229336636,152
C0002,C0099,-0.5276762216934032,153
C0002,C0006,-0.5303078449048214,154
C0002,C0175,-0.5341677533519206,155
C0002,C0122,-0.5452400198991604,156
C0002,C0096,-0.5825040169129694,157
C0002,C0155,-0.5848863462840617,158
C0002,C0169,-0.5856090888785482,159
C0002,C0154,-0.5934931199809563,160
C0002,C0090,-0.6105475935696456,161
C0002,C0108,-0.6120006225362844,162
C0002,C0200,-0.6199952795533663,163
C0002,C0093,-0.6252905594521764,164
C0002,C0079,-0.6359954513436821,165
C0002,C0107,-0.6393861936889713,166
C0002,C0145,-0.6432960379709697,167
C0002,C0051,-0.6488390027835206,168
C0002,C0028,-0.6608622305721364,169
C0002,C0067,-0.6707548391742725,170
C0002,C0039,-0.6817621358318439,171
C0002,C0143,-0.6818643841485226,172
C0002,C0188,-0.6836633860435194,173
C0002,C0021,-0.6838725554092704,174
C0002,C0013,-0.6933714065986332,175
C0002,C0041,-0.7001841910678768,176
C0002,C0141,-0.7438040222883324,177
C0002,C0117,-0.7455416544909278,178
C0002,C0148,-0.7674465964329401,179
C0002,C0187,-0.775761748132156,180
C0002,C0104,-0.7830479608425324,181
C0002,C0173,-0.7972553667646737,182
C0002,C0082,-0.8041889549306545,183
C0002,C0059,-0.8124348029041952,184
C0002,C0087,-0.8326461936780735,185
C0002,C0018,-0.8345440578950066,186
C0002,C0053,-0.8534192549918085,187
C0002,C0182,-0.8546823630841216,188
C0002,C0149,-0.8589425083713423,189
C0002,C0102,-0.861129236992227,190
C0002,C0054,-0.8668077916623117,191
C0002,C0046,-0.8780852081427747,192
C0002,C0105,-0.8833943475274331,193
C0002,C0114,-0.8876183598188103,194
C0002,C0022,-0.9045427373713014,195
C0002,C0170,-0.9217678315453729,196
C0002,C0045,-0.9404229708011739,197
C0002,C0100,-0.96211059619391,198
C0003,C0144,0.9104719224114706,1
C0003,C0192,0.8878274884817834,2
C0003,C0073,0.8629856092684028,3
C0003,C0035,0.8528346997598968,4
C0003,C0112,0.838389906017585,5
C0003,C0058,0.8325421945378447,6
C0003,C0014,0.8271645636608433,7
C0003,C0110,0.8268255015515924,8
C0003,C0020,0.822480079213724,9
C0003,C0062,0.8224615336813084,10
C0003,C0176,0.8137255286681425,11
C0003,C0080,0.7868015197611598,12
C0003,C0130,0.7860225305460329,13
C0003,C0150,0.7747568565623622,14
C0003,C0167,0.765795057545728,15
C0003,C0097,0.7577904772415598,16
C0003,C0027,0.7388987488389692,17
C0003,C0025,0.7353344230631823,18
C0003,C0128,0.7177113558405729,19
C0003,C0074,0.7177022647616562,20
C0003,C0129,0.7022487524803597,21
C0003,C0135,0.7013118321077758,22
C0003,C0071,0.6968784807015102,23
C0003,C0043,0.6817042940304207,24
C0003,C0015,0.6737095634197662,25
C0003,C0007,0.6575975033162111,26
C0003,C0095,0.646475221509295,27
C0003,C0052,0.6400753565032166,28
C0003,C0033,0.6386384382202157,29
C0003,C0085,0.6161497433833887,30
C0003,C0198,0.605827002971006,31
C0003,C0125,0.6044001738661174,32
C0003,C0036,0.5798322122308758,33
C0003,C0166,0.5756562265127761,34
C0003,C0193,0.5704303280764493,35
C0003,C0060,0.5227572354705619,36
C0003,C0185,0.5217574552511293,37
C0003,C0140,0.504071909460436,38
C0003,C0117,0.49629191012196866,39
C0003,C0120,0.4889580573336976,40
C0003,C0158,0.48092873144586124,41
C0003,C0063,0.4743616118305616,42
C0003,C0186,0.4736854595448012,43
C0003,C0121,0.4636330065538006,44
C0003,C0182,0.45905715503176137,45
C0003,C0123,0.45897774191952007,46
C0003,C0009,0.4536421035874476,47
C0003,C0079,0.44607157931569563,48
C0003,C0026,0.4360419465059821,49
C0003,C0177,0.42609942085287267,50
C0003,C0040,0.41751520459152386,51
C0003,C0077,0.4067986207584779,52
C0003,C0160,0.40560225855076154,53
C0003,C0091,0.4016032246840289,54
C0003,C0005,0.3951849443511804,55
C0003,C0103,0.35493374764077545,56
C0003,C0032,0.3404601762390998,57
C0003,C0044,0.33277567485466386,58
C0003,C0094,0.315977862276932,59
C0003,C0055,0.31569015256875027,60
C0003,C0042,0.31568763210870315,61
C0003,C0066,0.313190417333376,62
C0003,C0070,0.29731792093226456,63
C0003,C0078,0.2968396999996361,64
C0003,C0151,0.287087155395071,65
C0003,C0199,0.2743443288232975,66
C0003,C0132,0.2730377382306007,67
C0003,C0018,0.23774862180874318,68
C0003,C0031,0.2189696605776462,69
C0003,C0083,0.19964942225144955,70
C0003,C0149,0.19926097254747926,71
C0003,C0061,0.16693522288084445,72
C0003,C0159,0.15748347698347018,73
C0003,C0010,0.15610681280714933,74
C0003,C0006,0.14462588345805158,75
C0003,C0050,0.14456788842430787,76
C0003,C0131,0.13797485008104765,77
C0003,C0089,0.11925872648853622,78
C0003,C0197,0.09741199183608744,79
C0003,C0184,0.08180523127808312,80
C0003,C0170,0.0643850730419877,81
C0003,C0164,0.04977772938317148,82
C0003,C0002,0.04897676850503268,83
C0003,C0047,0.04777604118023616,84
C0003,C0029,0.024231310304652327,85
C0003,C0154,-0.008313089499466167,86
C0003,C0142,-0.016589095929274305,87
C0003,C0115,-0.020866762878363258,88
C0003,C0111,-0.03313092443674359,89
C0003,C0161,-0.041912453569147703,90
C0003,C0146,-0.05270293716759463,91
C0003,C0072,-0.05819766563926115,92
C0003,C0114,-0.06358951471170746,93
C0003,C0127,-0.07468628386038344,94
C0003,C0119,-0.07567400259740172,95
C0003,C0092,-0.08385723959518657,96
C0003,C0100,-0.08820240987690778,97
C0003,C0157,-0.09154654767621288,98
C0003,C0168,-0.09602690459920743,99
C0003,C0178,-0.1046735496434094,100
C0003,C0116,-0.11265389979862181,101
C0003,C0022,-0.12796578503997752,102
C0003,C0133,-0.12904156786062326,103
C0003,C0179,-0.14191041551520053,104
C0003,C0049,-0.14686566410896731,105
C0003,C0196,-0.15399205203781033,106
C0003,C0076,-0.15834655570846082,107
C0003,C0030,-0.16711165217196686,108
C0003,C0037,-0.16909608234309156,109
C0003,C0148,-0.17017295894610293,110
C0003,C0189,-0.17972833861165946,111
C0003,C0088,-0.18924819114238164,112
C0003,C0090,-0.20352693828718663,113
C0003,C0024,-0.20754906456203964,114
C0003,C0187,-0.2087829815760951,115
C0003,C0105,-0.21111055213088478,116
C0003,C0190,-0.21792489700492448,117
C0003,C0086,-0.22381946126201438,118
C0003,C0152,-0.2302296781914994,119
C0003,C0019,-0.24808839230107882,120
C0003,C0172,-0.25555787168697686,121
C0003,C0067,-0.25816439581129114,122
C0003,C0038,-0.2612793233086473,123
C0003,C0045,-0.2670448851165113,124
C0003,C0048,-0.2905831121114717,125
C0003,C0081,-0.30828260515757744,126
C0003,C0171,-0.3097016429181464,127
C0003,C0138,-0.3134852645148044,128
C0003,C0153,-0.3339898581112343,129
C0003,C0163,-0.34072137211273396,130
C0003,C0034,-0.34077071472304515,131
C0003,C0039,-0.3412867642425285,132
C0003,C0102,-0.35823616544284426,133
C0003,C0200,-0.35958909454441507,134
C0003,C0134,-0.37797644826894444,135
C0003,C0106,-0.37934550181963805,136
C0003,C0173,-0.37970426537860663,137
C0003,C0194,-0.38353467030818605,138
C0003,C0046,-0.3891509070290529,139
C0003,C0107,-0.4140880052646061,140
C0003,C0053,-0.4141770117220137,141
C0003,C0181,-0.41609414834280706,142
C0003,C0096,-0.42712629745509256,143
C0003,C0069,-0.4355797022430767,144
C0003,C0093,-0.4413461065973856,145
C0003,C0174,-0.4418660544589499,146
C0003,C0087,-0.464125145943634,147
C0003,C0118,-0.4773040187100536,148
C0003,C0139,-0.48077628299856134,149
C0003,C0001,-0.48271834338110464,150
C0003,C0191,-0.48636167649610035,151
C0003,C0054,-0.5166860903135695,152
C0003,C0021,-0.5253282615670901,153
C0003,C0098,-0.5493673975411998,154
C0003,C0147,-0.5497123850822198,155
C0003,C0169,-0.5508708486761403,156
C0003,C0124,-0.5682471708653983,157
C0003,C0082,-0.5790037145536782,158
C0003,C0059,-0.5816302033706081,159
C0003,C0108,-0.587080030003203,160
C0003,C0057,-0.6033136155233181,161
C0003,C0016,-0.6033865279432271,162
C0003,C0104,-0.6052085612896599,163
C0003,C0056,-0.6075738267068507,164
C0003,C0137,-0.6156652419796395,165
C0003,C0162,-0.6195042221697994,166
C0003,C0109,-0.6269110073477598,167
C0003,C0183,-0.6318942299463365,168
C0003,C0113,-0.6452760005483535,169
C0003,C0008,-0.6486304320257058,170
C0003,C0017,-0.6616796288582093,171
C0003,C0143,-0.6647266126533755,172
C0003,C0064,-0.6779424546872257,173
C0003,C0145,-0.6789166178683166,174
C0003,C0141,-0.6790321542296015,175
C0003,C0041,-0.6817811625377869,176
C0003,C0175,-0.6825681268114134,177
C0003,C0051,-0.6987102026394584,178
C0003,C0122,-0.7029533908320424,179
C0003,C0023,-0.7065638857720258,180
C0003,C0028,-0.707233728815913,181
C0003,C0013,-0.7183212585884635,182
C0003,C0011,-0.7248285135661912,183
C0003,C0075,-0.7249629239299956,184
C0003,C0188,-0.726407171981683,185
C0003,C0136,-0.7584926740721515,186
C0003,C0084,-0.7928644366962856,187
C0003,C0155,-0.7993176086730093,188
C0003,C0156,-0.8200155496961206,189
C0003,C0065,-0.8233697355995087,190
C0003,C0165,-0.8575743383164774,191
C0003,C0099,-0.8592062927174995,192
C0003,C0004,-0.8933863180429912,193
C0003,C0126,-0.8999715966173866,194
C0003,C0068,-0.9061915292677832,195
C0003,C0195,-0.914000796574176,196
C0003,C0101,-0.9268124011955423,197
C0003,C0012,-0.9404260191501282,198
C0004,C0101,0.980631454388468,1
C0004,C0195,0.9678080569837159,2
C0004,C0065,0.9565803938902468,3
C0004,C0155,0.945133619445233,4
C0004,C0075,0.9420124432823153,5
C0004,C0099,0.9419222858195128,6
C0004,C0156,0.9348039826840554,7
C0004,C0175,0.9330202696824015,8
C0004,C0084,0.9287168848987957,9
C0004,C0126,0.9187437557105017,10
C0004,C0012,0.918447295026985,11
C0004,C0068,0.9119439346572781,12
C0004,C0109,0.8937112800800131,13
C0004,C0017,0.8912854208868478,14
C0004,C0165,0.8800669975152171,15
C0004,C0162,0.8780159491036371,16
C0004,C0008,0.8773545920538941,17
C0004,C0145,0.8730295466539594,18
C0004,C0108,0.8682032195494641,19
C0004,C0124,0.8605302160186445,20
C0004,C0113,0.8597229431865718,21
C0004,C0122,0.8580909252494655,22
C0004,C0013,0.8543330506474847,23
C0004,C0051,0.8374689356232715,24
C0004,C0141,0.8364275283589486,25
C0004,C0021,0.8347776039692986,26
C0004,C0188,0.8330493314743671,27
C0004,C0104,0.811319561473867,28
C0004,C0059,0.8093956963830176,29
C0004,C0041,0.8083852415692335,30
C0004,C0028,0.7868434759479783,31
C0004,C0093,0.77940373140464,32
C0004,C0139,0.7588307432183045,33
C0004,C0147,0.7494218652990629,34
C0004,C0143,0.74903447067975,35
C0004,C0098,0.7358053565070762,36
C0004,C0173,0.7320753267404229,37
C0004,C0054,0.7293101821669578,38
C0004,C0194,0.6985070454538652,39
C0004,C0057,0.6963553246105321,40
C0004,C0046,0.6959874801575093,41
C0004,C0082,0.6874849750977584,42
C0004,C0169,0.6871110300206832,43
C0004,C0102,0.6809838212738771,44
C0004,C0136,0.6627102290304485,45
C0004,C0087,0.6606850147120756,46
C0004,C0023,0.6171241157728962,47
C0004,C0039,0.609109462597884,48
C0004,C0090,0.5992498990907992,49
C0004,C0053,0.5942990260072828,50
C0004,C0045,0.5901565194052104,51
C0004,C0118,0.5893924605227249,52
C0004,C0024,0.576623407750846,53
C0004,C0067,0.564165375900244,54
C0004,C0081,0.5496374616963885,55
C0004,C0034,0.5419965017692494,56
C0004,C0105,0.5117781892200397,57
C0004,C0183,0.4930214033036601,58
C0004,C0016,0.48227625036065985,59
C0004,C0064,0.48126221396436386,60
C0004,C0107,0.4788941987095402,61
C0004,C0011,0.4777094062684904,62
C0004,C0179,0.47581768305307925,63
C0004,C0022,0.4683001848115022,64
C0004,C0181,0.44089002035270886,65
C0004,C0049,0.4371710654207303,66
C0004,C0001,0.42150050129767125,67
C0004,C0161,0.4187215905422762,68
C0004,C0100,0.4172557713541351,69
C0004,C0127,0.4161122866364123,70
C0004,C0153,0.4159469813868293,71
C0004,C0154,0.3934529874579162,72
C0004,C0056,0.3776351797498348,73
C0004,C0152,0.3707410386630295,74
C0004,C0200,0.3573513922509593,75
C0004,C0116,0.35312595327263907,76
C0004,C0048,0.3288170872220263,77
C0004,C0096,0.3256026565199552,78
C0004,C0172,0.3198098024661931,79
C0004,C0174,0.26646723201329303,80
C0004,C0137,0.26342955088455217,81
C0004,C0047,0.2573210029796431,82
C0004,C0106,0.23958442800798177,83
C0004,C0190,0.23934226466459682,84
C0004,C0184,0.23671872440962938,85
C0004,C0187,0.23232069444060852,86
C0004,C0086,0.22288324009387572,87
C0004,C0019,0.21649636090476573,88
C0004,C0163,0.20654808163705476,89
C0004,C0189,0.1932852163954679,90
C0004,C0148,0.19110491130887663,91
C0004,C0114,0.17720572878130017,92
C0004,C0191,0.1703827068076992,93
C0004,C0069,0.13727070312807924,94
C0004,C0170,0.12446289300711828,95
C0004,C0164,0.11905078520138775,96
C0004,C0171,0.11744941667836105,97
C0004,C0134,0.10325207470218761,98
C0004,C0138,0.10306760790837108,99
C0004,C0088,0.08524745341294016,100
C0004,C0111,0.07387418531363392,101
C0004,C0076,0.07382560057126519,102
C0004,C0037,0.05564699929437397,103
C0004,C0157,0.022264336500768277,104
C0004,C0119,0.0030954298331267714,105
C0004,C0149,-0.00857118022995645,106
C0004,C0018,-0.04650694205659787,107
C0004,C0055,-0.04938583594238365,108
C0004,C0030,-0.05732718947889328,109
C0004,C0196,-0.05759824809520166,110
C0004,C0091,-0.07394579031416453,111
C0004,C0168,-0.07766378085372198,112
C0004,C0038,-0.08814714554171715,113
C0004,C0182,-0.15013941854414198,114
C0004,C0103,-0.21034235611801774,115
C0004,C0178,-0.2267633557023545,116
C0004,C0006,-0.22974186092705262,117
C0004,C0029,-0.2340216075593928,118
C0004,C0146,-0.2604341570993076,119
C0004,C0072,-0.2632631686134868,120
C0004,C0133,-0.29430573810255545,121
C0004,C0117,-0.32860511860134367,122
C0004,C0160,-0.33178897801134416,123
C0004,C0002,-0.333550130037646,124
C0004,C0115,-0.3489929456682352,125
